university_code,name
OUHS,"MKCG Medical College, Berhampur"
OUHS,"SCB Medical College, Cuttack"
OUHS,"Veer Surendra Sai Institute of Medical Sciences and Research, Burla"
OUHS,"Pt. Raghunath Murmu Medical College and Hospital, Baripada"
OUHS,"Saheed Laxman Nayak Medical College & Hospital, Koraput"
OUHS,Dharanidhar Medical College and Hospital (formerly GMC Keonjhar)
OUHS,"Government Medical College & Hospital / Bhima Bhoi Medical College & Hospital, Balangir"
OUHS,"Government Medical College & Hospital / Fakir Mohan Medical College & Hospital, Balasore"
OUHS,"Government Medical College, Phulbani, Kandhamal"
OUHS,"Government Medical College, Sundargarh"
OUHS,"Pabitra Mohan Pradhan Medical College, Talcher"
OUHS,"Saheed Rendo Majhi Medical College and Hospital, Bhawanipatna, Kalahandi"
OUHS,"Sri Jagannath Medical College & Hospital, Puri"
OUHS,Mahraja Jajati Keshari Medical College (formerly GMC Jajpur)
OUHS,"Hi-Tech Medical College & Hospital, Bhubaneswar"
OUHS,"DRIEMS Institute of Health Sciences and Hospital, Kairapari"
OUHS,"Hi-Tech Medical College & Hospital, Rourkela"
OUHS,Other / not listed
SOA,"Institute of Medical Sciences & SUM Hospital, Bhubaneswar"
SOA,Other / not listed
AU,"Adesh Institute of Medical Sciences & Research, Bathinda"
AU,Other / not listed
BFUHS,"Government Medical College, Amritsar"
BFUHS,"Government Medical College, Patiala"
BFUHS,"Guru Gobind Singh Medical College, Faridkot"
BFUHS,"Dr. B.R. Ambedkar State Institute of Medical Sciences, SAS Nagar, Mohali"
BFUHS,"ESIC Medical College, Ludhiana"
BFUHS,"Dayanand Medical College & Hospital, Ludhiana"
BFUHS,"Gian Sagar Medical College & Hospital, Patiala"
BFUHS,"Punjab Institute of Medical Sciences, Jalandhar"
BFUHS,"Christian Medical College, Ludhiana"
BFUHS,"RIMT Medical College and Hospital, Fatehgarh Sahib (Mandi Gobindgarh)"
BFUHS,Other / not listed
SGRDUHS,"Sri Guru Ram Das Institute of Medical Sciences and Research, Sri Amritsar"
SGRDUHS,Other / not listed
GUU,"Geetanjali Medical College & Hospital, Udaipur"
GUU,Geetanjali Institute of Medical Sciences
GUU,Other / not listed
JNU,"Jaipur National University Institute for Medical Sciences and Research Centre, Jagatpura, Jaipur"
JNU,Other / not listed
MGUMST,"Mahatma Gandhi Medical College and Hospital, Sitapura, Jaipur"
MGUMST,Other / not listed
NIMSU,"National Institute of Medical Science & Research, Jaipur"
NIMSU,Other / not listed
PMU,"Pacific Institute of Medical Sciences, Umarda, Udaipur"
PMU,"Pacific Medical College & Hospital, Bhilo Ka Bedla, Udaipur"
PMU,Other / not listed
RUHS,"Dr. S.N. Medical College, Jodhpur"
RUHS,"Government Medical College, Kota"
RUHS,"Jawaharlal Nehru Medical College, Ajmer"
RUHS,"R.N.T. Medical College, Udaipur"
RUHS,"Sardar Patel Medical College, Bikaner"
RUHS,"SMS Medical College, Jaipur"
RUHS,"Jhalawar Medical College, Jhalawar"
RUHS,"Government Medical College, Bharatpur"
RUHS,"Government Medical College, Bhilwara"
RUHS,"Government Medical College, Churu"
RUHS,"Government Medical College, Dungarpur"
RUHS,"Government Medical College, Pali"
RUHS,"RUHS College of Medical Sciences, Jaipur"
RUHS,"Government Medical College, Barmer"
RUHS,"Government Medical College, Alwar"
RUHS,"Government Medical College, Banswara"
RUHS,"Government Medical College, Baran"
RUHS,"Government Medical College, Bundi"
RUHS,"Government Medical College, Chittorgarh"
RUHS,"Government Medical College, Dausa"
RUHS,"Government Medical College, Dholpur"
RUHS,"Government Medical College, Hanumangarh"
RUHS,"Government Medical College, Jhunjhunu"
RUHS,"Government Medical College, Karauli"
RUHS,"Government Medical College, Nagaur"
RUHS,"Government Medical College, Sawai Madhopur"
RUHS,"Government Medical College, Sirohi"
RUHS,"Government Medical College, Sri Ganganagar"
RUHS,"Employees State Insurance Corporation Medical College, Alwar"
RUHS,"Shri Kalyan Government Medical College, Sikar"
RUHS,"ESIC Medical College and Hospital, Jaipur"
RUHS,"Government Medical College, Jaisalmer"
RUHS,"Government Medical College, Tonk"
RUHS,"Dr. S.S. Tantia Medical College, Hospital & Research Centre, Sri Ganganagar"
RUHS,"American International Institute of Medical Sciences, Bedwas, Udaipur"
RUHS,"Ananta Institute of Medical Sciences & Research Centre, Rajsamand"
RUHS,"Balvir Singh Tomar Institute of Medical Sciences and Research, Jaipur"
RUHS,"JIET Medical College and Hospital, Jodhpur"
RUHS,"Sudha Medical College, Kota"
RUHS,"Vyas Medical College & Hospital, Jodhpur"
RUHS,Arya Medical College and Hospital
RUHS,Bharat Vikas Institute of Medical Sciences
RUHS,Dr. B.S. Tomar Institute of Medical Sciences and Research
RUHS,Prince Medical College & Hospital
RUHS,Other / not listed
SMU,"Sikkim Manipal Institute of Medical Sciences (SMIMS), Gangtok"
SMU,Other / not listed
SU-sikkim,"Helen Lepcha Sikkim Government Medical College and Hospital (HLSGMC), Sokeythang"
SU-sikkim,Other / not listed
BIHER,"Sree Balaji Medical College and Hospital, Chennai"
BIHER,Other / not listed
CARE,"Chettinad Hospital & Research Institute, Kanchipuram"
CARE,Other / not listed
MGRERI,"ACS Medical College and Hospital, Chennai"
MGRERI,Other / not listed
MAHER,"Meenakshi Medical College and Research Institute, Enathur"
MAHER,Other / not listed
SRMIST,"SRM Medical College Hospital & Research Centre, Kancheepuram"
SRMIST,"Trichy SRM Medical College Hospital & Research Centre, Trichy"
SRMIST,Other / not listed
SIMATS,"Saveetha Medical College and Hospital, Kanchipuram"
SIMATS,Other / not listed
SBV,"Shri Sathya Sai Medical College and Research Institute, Kancheepuram"
SBV,Other / not listed
SRIHER,"Sri Ramachandra Medical College & Research Institute, Chennai"
SRIHER,Other / not listed
TNMGRMU,"Madras Medical College, Chennai"
TNMGRMU,"Madurai Medical College, Madurai"
TNMGRMU,"Stanley Medical College, Chennai"
TNMGRMU,"Tirunelveli Medical College, Tirunelveli"
TNMGRMU,"Coimbatore Medical College, Coimbatore"
TNMGRMU,"Government Medical College & Hospital, Cuddalore"
TNMGRMU,"Government Medical College, Ariyalur"
TNMGRMU,"Government Medical College, Dindigul"
TNMGRMU,"Government Medical College, Kallakurichi"
TNMGRMU,"Government Medical College, Karur"
TNMGRMU,"Government Medical College, Krishnagiri"
TNMGRMU,"Government Medical College, Nagapattinam"
TNMGRMU,"Government Medical College, Pudukottai"
TNMGRMU,"Government Medical College, The Nilgiris"
TNMGRMU,"Government Medical College, Virudhunagar"
TNMGRMU,"K.A.P. Viswanathan Government Medical College, Trichy"
TNMGRMU,"Kanyakumari Government Medical College, Asaripallam"
TNMGRMU,"Kilpauk Medical College, Chennai"
TNMGRMU,"Thanjavur Medical College, Thanjavur"
TNMGRMU,"Thoothukudi Medical College, Thoothukudi"
TNMGRMU,"ESIC Medical College & PGIMSR, K.K. Nagar, Chennai"
TNMGRMU,"Government Dharmapuri Medical College, Dharmapuri"
TNMGRMU,"Government Erode Medical College & Hospital, Perundurai"
TNMGRMU,"Government Medical College & ESIC Hospital, Coimbatore"
TNMGRMU,"Government Medical College, Namakkal"
TNMGRMU,"Government Medical College, Omandurar"
TNMGRMU,"Government Medical College, Ramanathapuram"
TNMGRMU,"Government Medical College, Thiruvallur"
TNMGRMU,"Government Medical College, Tiruppur"
TNMGRMU,"Government Sivagangai Medical College, Sivaganga"
TNMGRMU,"Government Thiruvannamalai Medical College, Thiruvannamalai"
TNMGRMU,"Government Vellore Medical College, Vellore"
TNMGRMU,"Government Villupuram Medical College, Villupuram"
TNMGRMU,"Govt. Mohan Kumaramangalam Medical College, Salem"
TNMGRMU,"Theni Government Medical College, Theni"
TNMGRMU,"Thiruvarur Government Medical College, Thiruvarur"
TNMGRMU,"Chengalpattu Medical College, Chengalpattu"
TNMGRMU,Bhaarat Medical College & Hospital
TNMGRMU,"Dhanalakshmi Srinivasan Medical College and Hospital, Perambalur"
TNMGRMU,"PSG Institute of Medical Sciences, Coimbatore"
TNMGRMU,"Sri Venkateswaraa Medical College Hospital and Research Institute, Chennai"
TNMGRMU,Srinivasan Medical College and Hospital
TNMGRMU,"ST Peters Medical College, Hospital & Research Institute"
TNMGRMU,"Tagore Medical College and Hospital, Chennai"
TNMGRMU,Arunai Medical College And Hospital
TNMGRMU,"Faculty of Medicine, Sri Lalithambigai Medical College and Hospital"
TNMGRMU,"J.R. Medical College and Hospital, Villupuram"
TNMGRMU,"Madha Medical College and Hospital, Thandalam, Chennai"
TNMGRMU,"Panimalar Medical College Hospital & Research Institute, Chennai"
TNMGRMU,Rajalakshmi Medical College Hospital and Research Institute
TNMGRMU,Swamy Vivekanandha Medical College Hospital And Research Institute
TNMGRMU,"Annapoorna Medical College & Hospital, Salem"
TNMGRMU,"Dhanalakshmi Srinivasan Institute of Medical Sciences and Hospital, Perambalur"
TNMGRMU,"Indira Medical College & Hospitals, Thiruvallur"
TNMGRMU,"Karpaga Vinayaga Institute of Medical Sciences, Maduranthagam"
TNMGRMU,"Karpagam Faculty of Medical Sciences & Research, Coimbatore"
TNMGRMU,"KMCH Institute of Health Sciences and Research, Coimbatore"
TNMGRMU,Melmaruvathur Adiparasakthi Institute of Medical Sciences and Research
TNMGRMU,"Nandha Medical College & Hospital, Erode"
TNMGRMU,"PSP Medical College Hospital and Research Institute, Chennai"
TNMGRMU,"Sree Mookambika Institute of Medical Sciences, Kanyakumari"
TNMGRMU,"Sri Muthukumaran Medical College, Chennai"
TNMGRMU,"Velammal Medical College Hospital and Research Institute, Madurai"
TNMGRMU,"Christian Medical College, Vellore"
TNMGRMU,Kanyakumari Medical Mission Research Centre
TNMGRMU,Takshashila Medical College
TNMGRMU,APS Medical College Hospital and Research Institute
TNMGRMU,Other / not listed
VISTAS,VELS Medical College & Hospital
VISTAS,Other / not listed
VMRF,"Vinayaka Missions Kirupananda Variyar Medical College, Salem"
VMRF,Other / not listed
KNRUHS,"Gandhi Medical College, Secunderabad"
KNRUHS,"Kakatiya Medical College, Warangal"
KNRUHS,"Osmania Medical College, Hyderabad"
KNRUHS,"Government Medical College, Mahabubnagar"
KNRUHS,"Government Medical College, Siddipet"
KNRUHS,"ESIC Medical College, Sanath Nagar, Hyderabad"
KNRUHS,"Government Medical College, Bhadradri Kothagudem"
KNRUHS,"Government Medical College, Jagtial"
KNRUHS,"Government Medical College, Mahabubabad"
KNRUHS,"Government Medical College, Nagarkurnool"
KNRUHS,"Government Medical College, Nalgonda"
KNRUHS,"Government Medical College, Ramagundam"
KNRUHS,"Government Medical College, Sangareddy"
KNRUHS,"Government Medical College, Suryapet"
KNRUHS,"Government Medical College, Wanaparthy"
KNRUHS,"Government Medical College, Nizamabad"
KNRUHS,"Rajiv Gandhi Institute of Medical Sciences, Adilabad"
KNRUHS,"Government Medical College, Jangaon"
KNRUHS,"Government Medical College, Khammam"
KNRUHS,"Government Medical College, Kumuram Bheem Asifabad"
KNRUHS,"Government Medical College, Jayashankar Bhupalpally"
KNRUHS,"Government Medical College, Kamareddy"
KNRUHS,"Government Medical College, Karimnagar"
KNRUHS,"Government Medical College, Mancherial"
KNRUHS,"Government Medical College, Nirmal"
KNRUHS,"Government Medical College, Rajanna Sircilla"
KNRUHS,"Government Medical College, Vikarabad"
KNRUHS,"Government Medical College, Medak"
KNRUHS,"Government Medical College, Jogulumba Gadwal"
KNRUHS,"Government Medical College, Kodangal"
KNRUHS,"Government Medical College, Maheshwaram"
KNRUHS,"Government Medical College, Mulugu"
KNRUHS,"Government Medical College, Narayanpet"
KNRUHS,"Government Medical College, Narsampet"
KNRUHS,"Government Medical College, Quthbullapur"
KNRUHS,"Government Medical College, Yadadri"
KNRUHS,CMR Institute of Medical Science
KNRUHS,Nova Institute of Medical Sciences and Research Centre
KNRUHS,"Prathima Institute of Medical Sciences, Karimnagar"
KNRUHS,"R.V.M. Institute of Medical Sciences and Research Centre, Siddipet"
KNRUHS,"Chalmeda Anand Rao Institute of Medical Sciences, Karimnagar"
KNRUHS,"Dr. Patnam Mahender Reddy Institute of Medical Sciences, Chevella"
KNRUHS,"Kamineni Institute of Medical Sciences, Narketpally"
KNRUHS,"Mahavir Institute of Medical Sciences, Vikarabad"
KNRUHS,"Malla Reddy Institute of Medical Sciences, Hyderabad"
KNRUHS,"Mallareddy Medical College for Women, Hyderabad"
KNRUHS,"Mamata Medical College, Khammam"
KNRUHS,Neelima Institute of Medical Sciences
KNRUHS,"Surabhi Institute of Medical Sciences, Siddipet"
KNRUHS,"Apollo Institute of Medical Sciences and Research, Hyderabad"
KNRUHS,"Arundathi Institute of Medical Sciences, Medchal"
KNRUHS,"Ayaan Institute of Medical Sciences, Teaching Hospital & Research Centre"
KNRUHS,"Bhaskar Medical College, Yenkapally"
KNRUHS,Deccan College of Medical Sciences
KNRUHS,"Father Colombo Institute of Medical Sciences, Warangal"
KNRUHS,"Kamineni Academy of Medical Sciences & Research Center, Hyderabad"
KNRUHS,"Maheshwara Medical College, Chitkul, Patancheru, Medak"
KNRUHS,"Mamata Academy of Medical Sciences, Bachupally"
KNRUHS,"Mediciti Institute of Medical Sciences, Ghanpur"
KNRUHS,"MNR Medical College & Hospital, Sangareddy"
KNRUHS,"Prathima Relief Institute of Medical Sciences, Warangal"
KNRUHS,"S.V.S. Medical College, Mehboobnagar"
KNRUHS,"Shadan Institute of Medical Sciences, Research Centre and Teaching Hospital, Peerancheru"
KNRUHS,"TRR Institute of Medical Sciences, Patancheru"
KNRUHS,"Dr. VRK Women's Medical College, Aziznagar"
KNRUHS,Raja Rajeshwari Institute of Medical Sciences - Girls
KNRUHS,Other / not listed
TU,"Agartala Government Medical College, Agartala"
TU,"Tripura Medical College & Dr. B.R. Ambedkar Memorial Teaching Hospital, Agartala"
TU,"Tripura Santiniketan Medical College, West Tripura"
TU,Other / not listed
AMU,"Jawaharlal Nehru Medical College, Aligarh (Aligarh Muslim University)"
AMU,Other / not listed
ABVMU,"GSVM Medical College, Kanpur"
ABVMU,"Moti Lal Nehru Medical College, Allahabad (Prayagraj)"
ABVMU,"Dr. Ram Manohar Lohia Institute of Medical Sciences (RMLIMS), Lucknow"
ABVMU,"S.N. Medical College, Agra"
ABVMU,"BRD Medical College, Gorakhpur"
ABVMU,"LLRM Medical College, Meerut"
ABVMU,"Maharani Laxmi Bai Medical College, Jhansi"
ABVMU,"Autonomous State Medical College, Amethi"
ABVMU,"Autonomous State Medical College & Hospital, Gonda"
ABVMU,"Autonomous State Medical College & Hospital, Kaushambi"
ABVMU,"Autonomous State Medical College & Hospital, Lakhimpur Kheri"
ABVMU,"Autonomous State Medical College, Kushinagar"
ABVMU,"Autonomous State Medical College, Lalitpur"
ABVMU,"Autonomous State Medical College, Pilibhit"
ABVMU,"Autonomous State Medical College, Pratapgarh"
ABVMU,"Autonomous State Medical College Society, Ghazipur"
ABVMU,"Autonomous State Medical College Society, Etah"
ABVMU,"Autonomous State Medical College Society, Fatehpur"
ABVMU,"Autonomous State Medical College Society, Hardoi"
ABVMU,"Autonomous State Medical College, Sultanpur"
ABVMU,"Autonomous State Medical College, Akbarpur, Kanpur"
ABVMU,"Autonomous State Medical College, Siddharthnagar"
ABVMU,"Autonomous State Medical College, Sonebhadra"
ABVMU,"Autonomous State Society Medical College, Mirzapur"
ABVMU,"Baba Kina Ram Autonomous State Medical College, Chandauli"
ABVMU,"Dr. Bhimrao Ramji Ambedkar Government Medical College, Kannauj"
ABVMU,"Government Allopathic Medical College, Banda"
ABVMU,"Government Institute of Medical Sciences (GIMS), Kasna, Greater Noida"
ABVMU,"Government Medical College, Azamgarh"
ABVMU,"Government Medical College, Badaun"
ABVMU,"Government Medical College, Faizabad (Ayodhya)"
ABVMU,"Government Medical College, Firozabad"
ABVMU,"Government Medical College, Rampur, Basti"
ABVMU,"Government Medical College, Shahjahanpur"
ABVMU,Kalyan Singh Government Medical College
ABVMU,"Mahamaya Rajkiya Allopathic Medical College, Ambedkarnagar"
ABVMU,"Maharshi Devraha Baba Autonomous State Medical College, Deoria"
ABVMU,Mahatma Vidur Autonomous State Medical College
ABVMU,"Punyashloka Lokmata Devi Ahilyabai Holkar ASMC, Auraiya"
ABVMU,"Rajkiya Allopathic Medical College, Bahraich"
ABVMU,"Rajkiya Medical College, Jalaun (Orai)"
ABVMU,"Shaikh-Ul-Hind Maulana Mahmood Hasan Medical College, Saharanpur"
ABVMU,"Uma Nath Singh Autonomous State Medical College Society, Jaunpur"
ABVMU,"ESIC Medical College and Hospital, Noida"
ABVMU,"ESIC Medical College and Hospital, Varanasi"
ABVMU,"Dr. KNS Memorial Institute of Medical Sciences (formerly Mayo), Lucknow"
ABVMU,"Era Lucknow Medical College, Lucknow"
ABVMU,"F.H. Medical College & Hospital, Agra"
ABVMU,"G.S. Medical College & Hospital, Hapur"
ABVMU,"K.D. Medical College Hospital & Research Centre, Mathura"
ABVMU,Naraina Medical College & Research Centre
ABVMU,"Rajshree Medical Research Institute, Bareilly"
ABVMU,"Rama Medical College Hospital and Research Centre, Hapur"
ABVMU,"Rohilkhand Medical College & Hospital, Bareilly"
ABVMU,"Saraswati Institute of Medical Sciences, Hapur"
ABVMU,"Sharda School of Medical Sciences & Research, Greater Noida"
ABVMU,"T.S. Misra Medical College & Hospital, Lucknow"
ABVMU,"Teerthanker Mahaveer Medical College, Moradabad"
ABVMU,"Varun Arjun Medical College, Shahjahanpur"
ABVMU,"Venkateshwara Institute of Medical Sciences, Gajraula"
ABVMU,"Ajay Sangaal Institute of Medical Sciences, Shamli"
ABVMU,"Heritage Institute of Medical Sciences, Varanasi"
ABVMU,"Integral Institute of Medical Sciences & Research, Lucknow"
ABVMU,"KMC Medical College & Hospital, Maharajganj"
ABVMU,"Krishna Mohan Medical College & Hospital, Mathura"
ABVMU,"Muzaffarnagar Medical College, Muzaffarnagar"
ABVMU,"National Capital Region Institute of Medical Sciences (NCR), Meerut"
ABVMU,"Shri Ram Murti Smarak Institute of Medical Sciences, Bareilly"
ABVMU,SKS Hospital Medical College & Research Centre
ABVMU,"Subharti Medical College, Meerut"
ABVMU,"Career Institute of Medical Sciences & Hospital, Lucknow"
ABVMU,"Dr. B.S. Kushwah Medical College, Kanpur"
ABVMU,"Hind Institute of Medical Sciences, Sitapur"
ABVMU,Noida International Institute of Medical Sciences
ABVMU,"Prasad Institute of Medical Sciences, Lucknow"
ABVMU,"Rama Medical College Hospital & Research Centre, Kanpur"
ABVMU,"Santosh Medical College, Ghaziabad"
ABVMU,"Saraswati Medical College, Unnao"
ABVMU,"Shri Gorakshnath Medical College Hospital & Arogya Dham, Gorakhpur"
ABVMU,"Shri Siddhi Vinayak Medical College & Hospital, Sambhal"
ABVMU,"United Institute of Medical Sciences, Allahabad (Prayagraj)"
ABVMU,"Hind Institute of Medical Sciences, Barabanki"
ABVMU,Fulan Singh Medical College (FS University)
ABVMU,Sardar Patel Institute of Medical Education
ABVMU,Radha Govind Institute of Medical Sciences
ABVMU,Kalpanath Rai Institute of Medical Science
ABVMU,Prasad Medical College Unnao
ABVMU,RSS Medical College
ABVMU,Other / not listed
BHU,"Institute of Medical Sciences, BHU, Varanasi (Banaras Hindu University)"
BHU,Other / not listed
KGMU,"King George Medical University, Lucknow"
KGMU,Other / not listed
UPUMS,"UP University of Medical Sciences, Etawah"
UPUMS,Other / not listed
GEU,"Graphic Era Institute of Medical Sciences, Dehradun"
GEU,Other / not listed
HNBUMU,"Doon Medical College, Dehradun"
HNBUMU,"Veer Chandra Singh Garhwali Govt. Medical Science & Research Institute, Srinagar, Pauri Garhwal"
HNBUMU,"Government Medical College (formerly Uttarakhand Forest Hospital Trust Medical College), Haldwani"
HNBUMU,"Government Medical College, Haridwar"
HNBUMU,"Soban Singh Jeena Government Institute of Medical Science & Research, Almora"
HNBUMU,"Gautam Buddha Chikitsa Mahavidyalaya, Dehradun"
HNBUMU,"Shri Guru Ram Rai Institute of Medical & Health Sciences, Dehradun"
HNBUMU,Other / not listed
SRHU,"Himalayan Institute of Medical Sciences, Dehradun"
SRHU,Other / not listed
WBUHS,"Calcutta National Medical College, Kolkata"
WBUHS,"Government Medical College, Kolkata"
WBUHS,"Nilratan Sircar Medical College, Kolkata"
WBUHS,"RG Kar Medical College, Kolkata"
WBUHS,"Institute of Postgraduate Medical Education & Research, Kolkata"
WBUHS,"Bankura Sammilani Medical College, Bankura"
WBUHS,"Burdwan Medical College, Burdwan"
WBUHS,Midnapore Medical College
WBUHS,"North Bengal Medical College, Darjeeling"
WBUHS,"College of Medicine and JNM Hospital, Kalyani, Nadia"
WBUHS,Coochbehar Government Medical College & Hospital
WBUHS,Diamond Harbour Government Medical College and Hospital
WBUHS,"ESIC Medical College, Joka, Kolkata"
WBUHS,Purulia Government Medical College & Hospital
WBUHS,Raiganj Government Medical College & Hospital
WBUHS,Rampurhat Government Medical College & Hospital
WBUHS,"College of Medicine and Sagore Dutta Hospital, Kolkata"
WBUHS,Malda Medical College & Hospital
WBUHS,Murshidabad Medical College & Hospitals
WBUHS,Barasat Government Medical College & Hospital
WBUHS,Jalpaiguri Government Medical College
WBUHS,Jhargram Government Medical College & Hospital
WBUHS,Prafulla Chandra Sen Government Medical College & Hospital
WBUHS,Sarat Chandra Chattopadhyay Government Medical College & Hospital
WBUHS,Tamralipto Government Medical College & Hospital
WBUHS,"IQ-City Medical College, Burdwan"
WBUHS,"Jagannath Gupta Institute of Medical Sciences & Hospital, Kolkata"
WBUHS,"Shri Ramkrishna Institute of Medical Sciences & Sanaka Hospitals, Durgapur"
WBUHS,"KPC Medical College, Jadavpur, Kolkata"
WBUHS,"Gouri Devi Institute of Medical Sciences and Hospital, Durgapur"
WBUHS,"ICARE Institute of Medical Sciences & Research, Haldia"
WBUHS,"JIS School of Medical Science & Research, Howrah"
WBUHS,"JMN Medical College, Nadia"
WBUHS,"Krishnanagar Institute of Medical Sciences, Nadia"
WBUHS,"Santiniketan Medical College, Bolpur"
WBUHS,"East West Institute of Medical Sciences and Research, Burdwan"
WBUHS,Jagannath Gupta Institute of Medical Sciences and Hospital
WBUHS,"Jakir Hossain Medical College, Burdwan"
WBUHS,Raniganj Institute of Medical Science
WBUHS,PKG Medical College & Hospital
WBUHS,SKS Medical College
WBUHS,Other / not listed
